,Name,Date Unblocked,Website,Archived Block Message[0],Archived Block Message[1],Block Message Screenshot,Website Archives[0],Website Archives[1],URL Country
693,Post-Bulletin (Minnesota),,https://www.postbulletin.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-postbulletin-com.png,,,"US
"
694,Press Argus-Courier,2018-09-04,http://www.pressargus.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-pressargus-com.png,https://web.archive.org/web/2/http://www.pressargus.com,,
695,"Press Publications (White Bear Lake, Minnesota)",,http://www.presspubs.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-presspubs-com.png,https://web.archive.org/web/2/http://www.presspubs.com/,,"US
"
696,"Prime Publishers, Inc.",,https://www.primepublishers.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-primepublishers-com.png,https://web.archive.org/web/2/https://www.primepublishers.com,,
697,"Princeton Times (Princeton, WV)",,https://www.ptonline.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ptonline-net.png,,,"US
"
698,Prosper Press,2018-08-21,https://www.prosperpressnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-prosperpressnews-com.png,https://web.archive.org/web/2/https://www.prosperpressnews.com,,
699,Provincetown Banner,,http://provincetown.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/provincetown-wickedlocal-com.png,https://web.archive.org/web/2/http://provincetown.wickedlocal.com/,,
700,ptleader.com,,http://www.ptleader.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ptleader-com.png,https://web.archive.org/web/2/http://www.ptleader.com,,"US
"
701,Purdue Exponent,,https://www.purdueexponent.org,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-purdueexponent-org.png,https://web.archive.org/web/2/https://www.purdueexponent.org/,,"US
"
702,Q13 FOX,,https://q13fox.com,https://archive.fo/xxFBj,,https://data.verifiedjoseph.com/files/gdpr-screenshots/q13fox-com.png,https://web.archive.org/web/2/https://q13fox.com/,,
703,Quad-City Times,,https://qctimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/qctimes-com.png,https://web.archive.org/web/2/https://qctimes.com/,,
704,"Queens Chronicle (Glendale, Queens, New York)",,http://www.qchron.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-qchron-com.png,https://web.archive.org/web/2/http://www.qchron.com/,,
705,Radar Online,,https://radaronline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/radaronline-com.png,https://web.archive.org/web/2/https://radaronline.com/,,"US
"
706,Randolph Herald,,http://randolph.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/randolph-wickedlocal-com.png,https://web.archive.org/web/2/http://randolph.wickedlocal.com,,"US
"
707,Rapid City Journal,,https://rapidcityjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/rapidcityjournal-com.png,https://web.archive.org/web/2/https://rapidcityjournal.com/,,
708,Ravalli Republic,,https://ravallirepublic.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/ravallirepublic-com.png,https://web.archive.org/web/2/https://ravallirepublic.com/,,
709,RawlinsTimes.com,,https://www.rawlinstimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-rawlinstimes-com.png,https://web.archive.org/web/2/https://www.rawlinstimes.com,,"US
"
710,Raynham Call,,http://raynham.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/raynham-wickedlocal-com.png,https://web.archive.org/web/2/http://raynham.wickedlocal.com/,,"US
"
711,Record Herald,,http://www.therecordherald.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-therecordherald-com.png,https://web.archive.org/web/2/http://www.therecordherald.com,,
712,Record-Courier,2018-10-01,https://www.record-courier.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-record-courier-com.png,https://web.archive.org/web/2/http://www.record-courier.com,,
713,Redwood Gazette,,http://www.redwoodfallsgazette.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-redwoodfallsgazette-com.png,https://web.archive.org/web/2/http://www.redwoodfallsgazette.com,,
714,"Richland Source (Mansfield, Ohio)",,https://www.richlandsource.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-richlandsource-com.png,https://web.archive.org/web/2/https://www.richlandsource.com,,
715,"Richmond Register (Richmond, KY)",,https://www.richmondregister.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-richmondregister-com.png,,,"US
"
716,Richmond Times-Dispatch,,https://www.richmond.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-richmond-com.png,https://web.archive.org/web/2/http://www.richmond.com/,,"US
"
717,"Rio Grande Sun (Espa̱ola, New Mexico)",,http://www.riograndesun.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-riograndesun-com.png,,,
718,"Rio Rancho Observer (Rio Rancho, New Mexico)",,http://www.rrobserver.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-rrobserver-com.png,https://web.archive.org/web/2/http://www.rrobserver.com,,
719,Rockford Register Star,2018-08-23,http://www.rrstar.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-rrstar-com.png,https://web.archive.org/web/2/http://www.rrstar.com,,"US
"
720,"Rockwall County Herald Banner (Greenville, TX)",,https://www.rockwallheraldbanner.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-rockwallheraldbanner-com.png,,,"US
"
721,Rolla Daily News,2018-08-27,http://www.therolladailynews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-therolladailynews-com.png,https://web.archive.org/web/2/http://www.therolladailynews.com,,
722,"Rome News-Tribune (Rome, Georgia)",,http://www.northwestgeorgianews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-northwestgeorgianews-com.png,https://web.archive.org/web/2/http://www.northwestgeorgianews.com/,,
723,Roslindale Transcript,,http://roslindale.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/roslindale-wickedlocal-com.png,https://web.archive.org/web/2/http://roslindale.wickedlocal.com,,
724,"Royse City Herald Banner (Greenville, TX)",,https://www.roysecityheraldbanner.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-roysecityheraldbanner-com.png,,,"US
"
725,Runnels County Register,2018-08-21,https://www.runnelscountyregister.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-runnelscountyregister-com.png,https://web.archive.org/web/2/https://www.runnelscountyregister.com,,
726,"Rushville Republican (Rushville, IN)",,https://www.rushvillerepublican.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-rushvillerepublican-com.png,,,"US
"
727,Sahuarita Sun,,https://www.sahuaritasun.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sahuaritasun-com.png,,,
728,Salamanca Press,,http://www.salamancapress.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-salamancapress-com.png,,,"US
"
729,Salem Gazette,,http://salem.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/salem-wickedlocal-com.png,https://web.archive.org/web/2/http://salem.wickedlocal.com,,
730,Salina Journal,2018-08-23,http://www.salina.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-salina-com.png,https://web.archive.org/web/2/http://www.salina.com,,
731,"San Fernando Valley Sun (San Fernando, California)",,http://www.sanfernandosun.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sanfernandosun-com.png,https://web.archive.org/web/2http://www.sanfernandosun.com,,
732,San Mateo Daily Journal,2018-08-08,https://www.smdailyjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-smdailyjournal-com.png,,,"US
"
733,San Pedro Valley News-Sun,,https://www.bensonnews-sun.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-bensonnews-sun-com.png,,,
734,Santa Maria Times,,https://santamariatimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/santamariatimes-com.png,https://web.archive.org/web/2/https://santamariatimes.com/,,
735,Santa Rosa's Press Gazette,2018-08-20,https://www.srpressgazette.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-srpressgazette-com.png,https://web.archive.org/web/2/https://www.srpressgazette.com,,
736,"Santa Ynez Valley News (Solvang, California)",,https://syvnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/syvnews-com.png,https://web.archive.org/web/2/https://syvnews.com,,
737,Saugus Advertiser,,http://saugus.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/saugus-wickedlocal-com.png,https://web.archive.org/web/2/http://saugus.wickedlocal.com,,
738,Savannah Morning News,2018-08-21,https://www.savannahnow.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-savannahnow-com.png,https://web.archive.org/web/2/http://www.savannahnow.com,,
739,Scituate Mariner,,http://scituate.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/scituate-wickedlocal-com.png,https://web.archive.org/web/2/http://scituate.wickedlocal.com,,
740,Scottbluff Star Herald,,https://www.starherald.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-starherald-com.png,https://web.archive.org/web/2/https://www.starherald.com/,,"US
"
741,Seattle Post-Intelligencer,,http://www.seattlepi.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-seattlepi-com.png,https://web.archive.org/web/2/http://www.seattlepi.com/,,"US
"
742,"Sedalia Democrat (Sedalia, Missouri)",,https://www.sedaliademocrat.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sedaliademocrat-com.png,,,"US
"
743,"Seguin Gazette (Seguin, Texas)",,http://seguingazette.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/seguingazette-com.png,https://web.archive.org/web/2/http://seguingazette.com/,,
744,"Sentinel-Tribune (Bowling Green, Ohio)",,https://www.sent-trib.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sent-trib-com.png,https://web.archive.org/web/2/http://www.sent-trib.com/,,"PA
"
745,Sharon Advocate,,http://sharon.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/sharon-wickedlocal-com.png,https://web.archive.org/web/2/http://sharon.wickedlocal.com,,
746,Shawnee News-Star,2018-08-27,https://www.news-star.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-news-star-com.png,https://web.archive.org/web/2/http://www.news-star.com,,
747,"Shelbyville Daily Union (Shelbyville, IL)",,https://www.shelbyvilledailyunion.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-shelbyvilledailyunion-com.png,,,"US
"
748,Shoes.com,,https://www.shoes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-shoes-com.png,https://web.archive.org/web/2/https://www.shoes.com/,,
749,Shoreline Media Group,,http://www.shorelinemedia.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-shorelinemedia-net.png,,,"US
"
750,Shrewsbury Chronicle,,http://shrewsbury.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/shrewsbury-wickedlocal-com.png,https://web.archive.org/web/2/http://shrewsbury.wickedlocal.com/,,
751,Sioux City Journal,,https://siouxcityjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/siouxcityjournal-com.png,https://web.archive.org/web/2/https://siouxcityjournal.com/,,
752,Siskiyou Daily News,,http://www.siskiyoudaily.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-siskiyoudaily-com.png,https://web.archive.org/web/2/http://www.siskiyoudaily.com,,
753,Skagit Valley Herald,,https://www.goskagit.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-goskagit-com.png,,,"US
"
754,Sleepy Eye Herald-Dispatch,,http://www.sleepyeyenews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sleepyeyenews-com.png,https://web.archive.org/web/2/http://www.sleepyeyenews.com,,
755,Smyrna/Clayton Sun-Times,,http://www.scsuntimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-scsuntimes-com.png,https://web.archive.org/web/2/http://www.scsuntimes.com,,
756,Soap Opera Digest,,https://www.soapoperadigest.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-soapoperadigest-com.png,https://web.archive.org/web/2/https://www.soapoperadigest.com/,,
757,SoMdNews.com,,http://www.somdnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-somdnews-com.png,https://web.archive.org/web/2/http://www.somdnews.com/,,
758,Somerville Journal,,http://somerville.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/somerville-wickedlocal-com.png,https://web.archive.org/web/2/http://somerville.wickedlocal.com,,
759,Sonoma West Times & News,,http://www.sonomawest.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sonomawest-com.png,https://web.archive.org/web/2/http://www.sonomawest.com/,,
760,South Bend Tribune,,https://www.southbendtribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-southbendtribune-com.png,,,"US
"
761,South Idaho Press,,https://magicvalley.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/magicvalley-com.png,https://web.archive.org/web/2/https://magicvalley.com/,,
762,South Strand News,2018-08-15,https://www.southstrandnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-southstrandnews-com.png,,,"US
"
763,Southern Chester County Weeklies,,https://www.southernchestercountyweeklies.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-southernchestercountyweeklies-com.png,https://web.archive.org/web/2/https://www.southernchestercountyweeklies.com,,"US
"
764,Southern Rhode Island Newspapers,,https://www.ricentral.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ricentral-com.png,,,
765,southernminn.com,,http://www.southernminn.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-southernminn-com.png,https://web.archive.org/web/2/http://www.southernminn.com/,,
766,"Southwest Daily News (Sulphur, Louisiana)",,http://www.sulphurdailynews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sulphurdailynews-com.png,,,
767,Southwest Times Record,2018-09-04,http://www.swtimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-swtimes-com.png,https://web.archive.org/web/2/http://www.swtimes.com,,
768,Spoon University,,https://spoonuniversity.com,https://web.archive.org/web/20180816033206/https://gdpr.spoonuniversity.com/,https://webrecorder.io/verifiedjoseph/451-unavailable-due-to-legal-reasons-gdpr/https://gdpr.spoonuniversity.com/,https://data.verifiedjoseph.com/files/gdpr-screenshots/spoonuniversity-com.png,https://web.archive.org/web/2/https://spoonuniversity.com,,"US
"
769,SportsDay,,https://sportsday.dallasnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/sportsday-dallasnews-com.png,https://web.archive.org/web/2/https://sportsday.dallasnews.com/,,
770,"St. Clair News Aegis (Pell City, AL)",,https://www.newsaegis.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-newsaegis-com.png,,,"US
"
771,St. James Plaindealer ,,http://www.stjamesnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-stjamesnews-com.png,https://web.archive.org/web/2/http://www.stjamesnews.com,,
772,St. John News,2018-08-27,http://www.sjnewsonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sjnewsonline-com.png,https://web.archive.org/web/2/http://www.sjnewsonline.com,,
773,St. Louis Jewish Light,,http://www.stljewishlight.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-stljewishlight-com.png,https://web.archive.org/web/2/http://www.stljewishlight.com/,,
774,St. Louis Post-Dispatch,,https://www.stltoday.com,https://archive.fo/DK3A1,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-stltoday-com.png,https://web.archive.org/web/2/https://www.stltoday.com/,,
775,"Standard Journal (Rexburg, Idaho)",,https://www.rexburgstandardjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-rexburgstandardjournal-com.png,https://web.archive.org/web/2/https://www.rexburgstandardjournal.com/,,"US
"
776,Star (magazine),,https://starmagazine.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/starmagazine-com.png,https://web.archive.org/web/2/https://starmagazine.com/,,"US
"
777,Star Courier,,http://www.starcourier.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-starcourier-com.png,https://web.archive.org/web/2/http://www.starcourier.com,,
778,Star Local Media,,https://starlocalmedia.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/starlocalmedia-com.png,https://web.archive.org/web/2/http://starlocalmedia.com/,,
779,StarNews,2018-08-22,https://www.starnewsonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-starnewsonline-com.png,https://web.archive.org/web/2/http://www.starnewsonline.com,,
780,Statesville Record & Landmark,,https://www.statesville.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-statesville-com.png,,,"US
"
781,Stephenville Empire-Tribune,2018-08-21,https://www.yourstephenvilletx.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-yourstephenvilletx-com.png,https://web.archive.org/web/2/https://www.yourstephenvilletx.com,,
782,Steuben Courier Advocate,,http://www.steubencourier.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-steubencourier-com.png,https://web.archive.org/web/2/http://www.steubencourier.com,,
783,Stoneham Sun,,http://stoneham.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/stoneham-wickedlocal-com.png,https://web.archive.org/web/2/http://stoneham.wickedlocal.com,,
784,Stoughton Journal,,http://stoughton.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/stoughton-wickedlocal-com.png,https://web.archive.org/web/2/http://stoughton.wickedlocal.com,,
785,"Stowe Reporter (Stowe, Vermont)",,https://www.stowetoday.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-stowetoday-com.png,https://web.archive.org/web/2/https://www.stowetoday.com,,
786,Sturgis Journal,2018-08-27,http://www.sturgisjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sturgisjournal-com.png,https://web.archive.org/web/2/http://www.sturgisjournal.com,,
787,Stuttgart Daily Leader,2018-09-04,http://www.stuttgartdailyleader.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-stuttgartdailyleader-com.png,https://web.archive.org/web/2/http://www.stuttgartdailyleader.com/,,"US
"
788,"Sun Advocate (Price, Utah)",,http://www.sunad.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sunad-com.png,,,"US
"
789,Sun Journal,2018-08-21,https://www.newbernsj.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-newbernsj-com.png,https://web.archive.org/web/2/https://www.newbernsj.com,,
790,"Sun Newspapers (Venice, Florida)",,https://www.yoursun.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-yoursun-com.png,https://web.archive.org/web/2/https://www.yoursun.com/,,
791,Sun-Sentinel,,https://www.sun-sentinel.com,https://archive.fo/iY8JB,https://web.archive.org/web/20180809123210/http://www.tronc.com/gdpr/sun-sentinel.com/,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sun-sentinel-com.png,https://web.archive.org/web/2/http://sun-sentinel.com/,,
792,Sussex Living,,http://www.sussexcountian.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sussexcountian-com.png,https://web.archive.org/web/2/http://www.sussexcountian.com/,,
793,Sustainable City Network,,https://www.sustainablecitynetwork.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sustainablecitynetwork-com.png,https://web.archive.org/web/2/https://www.sustainablecitynetwork.com/,,"US
"
794,"Suwannee Democrat (Live Oak, FL)",,https://www.suwanneedemocrat.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-suwanneedemocrat-com.png,,,"US
"
795,SW Iowa News Source,,http://www.swiowanewssource.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-swiowanewssource-com.png,,,"US
"
796,Swampscott Reporter,,http://swampscott.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/swampscott-wickedlocal-com.png,https://web.archive.org/web/2/http://swampscott.wickedlocal.com,,
797,SWNewsMedia.com,,https://www.swnewsmedia.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-swnewsmedia-com.png,,,"US
"
798,"swvatoday.com (Wytheville, Virginia)",,https://www.swvatoday.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-swvatoday-com.png,https://web.archive.org/web/2/https://www.swvatoday.com,,"US
"
799,Syracuse Journal Democrat,2018-08-23,http://www.journaldemocrat.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-journaldemocrat-com.png,https://web.archive.org/web/2/http://www.journaldemocrat.com,,
800,Taft Midway Driller,,http://www.taftmidwaydriller.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-taftmidwaydriller-com.png,https://web.archive.org/web/2/http://www.taftmidwaydriller.com,,
801,"Tahlequah Daily Press (Tahlequah, OK)",,https://www.tahlequahdailypress.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-tahlequahdailypress-com.png,,,"US
"
802,Tampa Bay Newspapers,,https://www.tbnweekly.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-tbnweekly-com.png,,,"US
"
803,Taunton Daily Gazette,2018-09-05,http://www.tauntongazette.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-tauntongazette-com.png,https://web.archive.org/web/2/http://www.tauntongazette.com,,
804,tdtnews.com,,http://www.tdtnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-tdtnews-com.png,https://web.archive.org/web/2/http://www.tdtnews.com/,,
805,Technician Online,,http://www.technicianonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-technicianonline-com.png,,,
806,"Tehachapi News (Tehachapi, California)",,http://www.tehachapinews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-tehachapinews-com.png,https://web.archive.org/web/2/http://www.tehachapinews.com,,"US
"
807,Telegram & Gazette,2018-09-05,https://www.telegram.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-telegram-com.png,https://web.archive.org/web/2/http://www.telegram.com,,
808,"Telegraph Herald (Dubuque, Iowa)",,http://www.telegraphherald.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-telegraphherald-com.png,https://web.archive.org/web/2/http://www.telegraphherald.com/,,"US
"
809,Telluride Daily Planet,,https://www.telluridenews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-telluridenews-com.png,,,
810,Teton Valley News,,https://www.tetonvalleynews.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-tetonvalleynews-net.png,https://web.archive.org/web/2/https://www.tetonvalleynews.net/,,"US
"
811,Teutopolis Press,,http://www.teutopolispress.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-teutopolispress-com.png,https://web.archive.org/web/2/http://www.teutopolispress.com,,
812,Tewksbury Advocate,,http://tewksbury.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/tewksbury-wickedlocal-com.png,https://web.archive.org/web/2/http://tewksbury.wickedlocal.com,,
813,"The  Trinity Journal (Weaverville, California)",,http://www.trinityjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-trinityjournal-com.png,https://web.archive.org/web/2/http://www.trinityjournal.com/,,
814,The Abilene Reflector-Chronicle,,http://www.abilene-rc.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-abilene-rc-com.png,,,"US
"
815,"The Ada News (Ada, OK)",,https://www.theadanews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-theadanews-com.png,,,"US
"
816,"The Adams County Extra (Adams County, North Dakota)",,https://adamscountyextra.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/adamscountyextra-com.png,https://web.archive.org/web/2/http://adamscountyextra.com/,,"US
"
817,The Advocate (Louisiana),2018-09-17,https://www.theadvocate.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-theadvocate-com.png,https://web.archive.org/web/2/https://www.theadvocate.com,,
818,The Advocate (Stamford),,http://www.stamfordadvocate.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-stamfordadvocate-com.png,https://web.archive.org/web/2/http://www.stamfordadvocate.com/,,"US
"
819,"The Advocate & Democrat (Sweetwater, Tennessee)",,http://www.advocateanddemocrat.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-advocateanddemocrat-com.png,https://web.archive.org/web/2/http://www.advocateanddemocrat.com/,,
820,The Albany Herald,,https://www.albanyherald.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-albanyherald-com.png,https://web.archive.org/web/2/https://www.albanyherald.com/,,
821,The Alliance Review,2018-10-01,https://www.the-review.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-the-review-com.png,https://web.archive.org/web/2/http://www.the-review.com,,
822,"The Almanac, (Washington, Pennsylvania)",,https://thealmanac.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/thealmanac-net.png,https://web.archive.org/web/2/https://thealmanac.net/,,"US
"
823,"The Alvin Sun (Alvin, Texas)",,http://www.alvinsun.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-alvinsun-net.png,https://web.archive.org/web/2/http://www.alvinsun.net/,,
824,The American Israelite,,http://www.americanisraelite.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-americanisraelite-com.png,,,
825,The Anna-Melissa Tribune,2018-08-21,https://www.amtrib.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-amtrib-com.png,https://web.archive.org/web/2/https://www.amtrib.com,,
826,The Anniston Star,,https://www.annistonstar.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-annistonstar-com.png,https://web.archive.org/web/2/https://www.annistonstar.com/,,
827,The Apalachicola Times,2018-08-20,https://www.apalachtimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-apalachtimes-com.png,https://web.archive.org/web/2/https://www.apalachtimes.com,,
828,"The Arab Tribune (Arab, Alabama)",,http://www.thearabtribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-thearabtribune-com.png,https://web.archive.org/web/2/http://www.thearabtribune.com,,
829,The Argus Observer,,https://www.argusobserver.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-argusobserver-com.png,,,
830,The Arkansas Traveler,,http://www.uatrav.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-uatrav-com.png,,,
831,"The Athens Messenger (Athens, Ohio)",,https://www.athensmessenger.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-athensmessenger-com.png,https://web.archive.org/web/2/https://www.athensmessenger.com,,
832,"The Athens NEWS (Athens, Ohio)",,https://www.athensnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-athensnews-com.png,https://web.archive.org/web/2/http://www.athensnews.com/,,
833,The Augusta Chronicle,2018-08-21,https://www.augustachronicle.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-augustachronicle-com.png,https://web.archive.org/web/2/http://www.augustachronicle.com,,
834,"The Avenue News (Baltimore, Maryland)",,https://www.avenuenews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-avenuenews-com.png,https://web.archive.org/web/2/https://www.avenuenews.com/,,
835,"The Bandera Bulletin (Bandera, Texas)",,https://www.banderabulletin.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-banderabulletin-com.png,https://web.archive.org/web/2/http://www.banderabulletin.com/,,"US
"
